/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0062_cam7.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0013_adl-38-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0190_video (26).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0166_adl-13-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0029_cam2.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0046_video (70).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0232_video (60).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0126_video (55).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0229_video (40).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0257_cam7.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0041_cam5.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0101_adl-18-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0091_video (18).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0123_cam6.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0171_adl-13-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0037_cam2.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0115_cam5.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0234_adl-24-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0141_adl-08-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0128_cam3.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0058_cam2.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0050_video (66).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0027_cam4.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0169_adl-12-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0231_cam5.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0030_cam8.avi 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0182_video (46).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0073_cam6.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0002_fall-17-cam0-rgb.mp4 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0099_cam8.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0111_video (41).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0096_video (32).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0070_cam1.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0131_adl-04-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0056_cam7.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0007_adl-32-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0104_video (25).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0138_cam8.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0131_cam2.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0143_cam3.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0271_video (20).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0048_video (19).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0019_adl-33-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0018_adl-10-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0099_adl-04-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0135_cam6.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0106_cam6.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0113_adl-22-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0033_cam6.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0030_cam2.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0189_adl-01-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0181_cam7.avi 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0264_video (56).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0143_adl-08-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0222_adl-26-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0092_cam8.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0006_fall-03-cam0-rgb.mp4 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0010_adl-08-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0220_cam6.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0023_adl-22-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0029_cam7.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0005_fall-28-cam0-rgb.mp4 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0130_adl-08-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0114_adl-29-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0079_cam5.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0100_adl-10-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0051_cam3.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0055_video (18).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0031_cam5.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0008_adl-18-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0116_video (26).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0122_cam2.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0079_video (40).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0145_video (9).avi" 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0100_cam3.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0004_fall-30-cam0-rgb.mp4 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0215_adl-14-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0002_adl-25-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0017_fall-23-cam0-rgb.mp4 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0064_video (17).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0158_adl-29-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0125_cam5.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0005_adl-17-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0107_video (26).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0227_adl-03-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0255_adl-29-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0202_adl-17-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0239_video (61).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0168_cam3.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0025_adl-21-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0081_adl-25-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0098_cam7.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0057_video (25).avi" 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0069_video (23).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0021_cam1.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0127_cam3.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0023_cam6.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0094_cam3.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0026_adl-03-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0204_adl-01-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0032_cam6.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0042_cam1.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0064_cam6.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0118_video (58).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0273_adl-34-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0085_cam8.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0178_cam8.avi 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0025_cam1.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0160_adl-01-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0270_adl-10-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0036_cam8.avi 1
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0219_adl-10-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0048_cam7.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0072_video (44).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0265_adl-13-cam0-rgb.mp4 0
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0067_video (27).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0075_cam2.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0061_video (38).avi" 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0154_adl-04-cam0-rgb.mp4 0
/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/Fall/combined_fall_0088_cam6.avi 1
"/Users/mihtriii/Documents/GitHub/fall-mamba/Strategy1_Combined/train/ADL/combined_adl_0244_video (39).avi" 0
